latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
55.92267,-3.1288147,74.0,0,GMT,GMT

time,wind_direction_10m (°),wind_direction_100m (°),wind_speed_100m (km/h),wind_speed_10m (km/h)
2024-12-01T00:00,187,189,52.7,33.6
2024-12-01T01:00,189,191,52.1,33.2
2024-12-01T02:00,193,195,51.1,32.7
2024-12-01T03:00,197,198,45.5,29.0
2024-12-01T04:00,203,204,40.6,25.1
2024-12-01T05:00,207,208,34.1,20.7
2024-12-01T06:00,201,205,30.2,17.8
2024-12-01T07:00,206,210,29.5,17.1
2024-12-01T08:00,197,203,29.9,17.4
2024-12-01T09:00,201,205,30.3,17.5
2024-12-01T10:00,204,207,30.6,17.9
2024-12-01T11:00,211,213,30.2,18.2
2024-12-01T12:00,211,212,26.8,16.6
2024-12-01T13:00,223,224,31.7,20.2
2024-12-01T14:00,222,223,28.4,17.6
2024-12-01T15:00,220,221,26.5,15.7
2024-12-01T16:00,218,221,24.9,14.0
2024-12-01T17:00,218,222,24.9,14.0
2024-12-01T18:00,213,217,24.8,13.5
2024-12-01T19:00,213,216,25.4,14.0
2024-12-01T20:00,225,225,28.0,15.8
2024-12-01T21:00,236,238,26.6,15.4
2024-12-01T22:00,236,242,23.6,13.2
2024-12-01T23:00,236,242,25.5,14.3
2024-12-02T00:00,241,245,26.0,15.0
2024-12-02T01:00,241,248,23.1,13.1
2024-12-02T02:00,240,249,22.8,12.4
2024-12-02T03:00,271,275,24.6,14.0
2024-12-02T04:00,331,337,28.5,17.5
2024-12-02T05:00,11,14,28.6,18.4
2024-12-02T06:00,3,9,24.9,15.5
2024-12-02T07:00,340,347,23.1,14.2
2024-12-02T08:00,349,353,26.8,16.5
2024-12-02T09:00,340,344,28.2,17.6
2024-12-02T10:00,329,333,26.0,16.8
2024-12-02T11:00,319,324,25.3,16.6
2024-12-02T12:00,318,322,22.7,15.0
2024-12-02T13:00,324,325,23.3,16.1
2024-12-02T14:00,316,318,21.0,14.4
2024-12-02T15:00,316,319,20.8,13.6
2024-12-02T16:00,301,309,19.5,11.8
2024-12-02T17:00,290,300,18.6,10.7
2024-12-02T18:00,282,300,17.9,10.3
2024-12-02T19:00,293,312,15.0,8.6
2024-12-02T20:00,344,358,10.1,5.2
2024-12-02T21:00,30,32,17.8,11.1
2024-12-02T22:00,37,37,23.3,14.8
2024-12-02T23:00,40,40,22.1,13.2
2024-12-03T00:00,37,37,16.6,8.7
2024-12-03T01:00,16,20,11.9,5.8
2024-12-03T02:00,13,19,11.4,5.0
2024-12-03T03:00,354,11,6.4,1.6
2024-12-03T04:00,233,319,1.9,0.9
2024-12-03T05:00,225,22,1.9,0.3
2024-12-03T06:00,198,63,1.6,0.6
2024-12-03T07:00,180,121,3.8,2.5
2024-12-03T08:00,185,145,5.3,3.8
2024-12-03T09:00,178,160,9.8,6.3
2024-12-03T10:00,168,165,15.5,7.2
2024-12-03T11:00,190,186,17.6,6.4
2024-12-03T12:00,166,176,26.0,11.9
2024-12-03T13:00,177,180,20.3,12.3
2024-12-03T14:00,185,189,21.3,12.3
2024-12-03T15:00,184,189,23.7,13.5
2024-12-03T16:00,184,186,28.8,16.8
2024-12-03T17:00,188,190,31.3,18.2
2024-12-03T18:00,197,198,30.8,18.1
2024-12-03T19:00,201,204,33.6,19.3
2024-12-03T20:00,212,212,36.1,21.3
2024-12-03T21:00,218,219,42.1,25.8
2024-12-03T22:00,224,226,41.8,25.6
2024-12-03T23:00,237,241,41.8,25.8
2024-12-04T00:00,256,261,36.1,22.3
2024-12-04T01:00,260,266,31.2,18.4
2024-12-04T02:00,248,258,27.5,14.7
2024-12-04T03:00,237,249,28.8,14.6
2024-12-04T04:00,235,249,28.3,14.2
2024-12-04T05:00,229,247,27.0,13.5
2024-12-04T06:00,218,239,26.3,14.0
2024-12-04T07:00,220,233,29.8,16.1
2024-12-04T08:00,225,236,29.9,15.4
2024-12-04T09:00,219,233,26.2,13.7
2024-12-04T10:00,210,220,27.9,14.6
2024-12-04T11:00,191,199,26.9,14.1
2024-12-04T12:00,182,187,28.5,16.4
2024-12-04T13:00,166,171,24.2,15.4
2024-12-04T14:00,164,170,30.2,18.7
2024-12-04T15:00,166,171,36.4,22.0
2024-12-04T16:00,165,168,44.7,27.2
2024-12-04T17:00,167,167,54.1,33.8
2024-12-04T18:00,166,170,55.0,34.4
2024-12-04T19:00,174,177,55.7,35.1
2024-12-04T20:00,179,182,60.7,38.5
2024-12-04T21:00,189,191,61.3,38.6
2024-12-04T22:00,200,202,51.2,31.9
2024-12-04T23:00,202,205,36.3,21.9
2024-12-05T00:00,215,219,35.5,21.2
2024-12-05T01:00,220,222,36.1,21.3
2024-12-05T02:00,231,235,34.0,20.2
2024-12-05T03:00,244,247,35.2,21.5
2024-12-05T04:00,241,245,31.7,19.3
2024-12-05T05:00,247,251,35.5,21.4
2024-12-05T06:00,246,248,38.3,23.6
2024-12-05T07:00,245,249,33.6,20.6
2024-12-05T08:00,246,249,34.6,21.4
2024-12-05T09:00,241,245,30.3,17.9
2024-12-05T10:00,230,235,29.8,17.7
2024-12-05T11:00,225,228,31.3,19.6
2024-12-05T12:00,214,216,27.7,17.1
2024-12-05T13:00,202,203,30.7,19.4
2024-12-05T14:00,203,205,30.8,18.1
2024-12-05T15:00,208,210,40.2,24.6
2024-12-05T16:00,199,206,26.9,13.7
2024-12-05T17:00,241,242,22.9,9.4
2024-12-05T18:00,258,263,42.8,26.7
2024-12-05T19:00,266,269,42.7,26.5
2024-12-05T20:00,276,278,47.1,30.2
2024-12-05T21:00,284,287,43.2,27.3
2024-12-05T22:00,277,280,45.7,29.0
2024-12-05T23:00,272,275,45.5,29.0
2024-12-06T00:00,275,279,46.8,29.4
2024-12-06T01:00,274,279,43.9,27.4
2024-12-06T02:00,270,274,42.4,26.6
2024-12-06T03:00,271,275,40.5,25.2
2024-12-06T04:00,271,276,35.8,21.8
2024-12-06T05:00,267,273,32.6,19.5
2024-12-06T06:00,262,267,36.2,21.6
2024-12-06T07:00,255,262,34.3,19.4
2024-12-06T08:00,246,256,35.3,19.8
2024-12-06T09:00,237,250,30.5,16.5
2024-12-06T10:00,232,242,28.7,15.7
2024-12-06T11:00,238,245,25.9,14.1
2024-12-06T12:00,226,233,24.0,13.5
2024-12-06T13:00,211,215,22.7,12.6
2024-12-06T14:00,185,192,20.8,11.2
2024-12-06T15:00,171,178,23.8,12.8
2024-12-06T16:00,163,167,26.4,15.6
2024-12-06T17:00,151,156,29.1,17.1
2024-12-06T18:00,130,137,36.2,22.2
2024-12-06T19:00,111,122,34.1,22.0
2024-12-06T20:00,105,119,34.7,21.8
2024-12-06T21:00,109,131,29.7,17.5
2024-12-06T22:00,82,115,20.9,12.0
2024-12-06T23:00,95,128,23.0,13.0
2024-12-07T00:00,91,131,18.0,8.5
2024-12-07T01:00,85,116,14.4,8.1
2024-12-07T02:00,74,115,13.5,7.1
2024-12-07T03:00,27,40,15.6,11.4
2024-12-07T04:00,17,20,25.6,15.3
2024-12-07T05:00,2,9,27.0,16.7
2024-12-07T06:00,341,345,40.0,25.6
2024-12-07T07:00,352,356,55.2,35.3
2024-12-07T08:00,350,353,53.1,34.2
2024-12-07T09:00,343,346,48.3,31.0
2024-12-07T10:00,342,344,50.5,32.8
2024-12-07T11:00,338,341,45.1,29.4
2024-12-07T12:00,323,327,44.5,28.8
2024-12-07T13:00,326,329,48.1,31.6
2024-12-07T14:00,324,327,50.2,32.6
2024-12-07T15:00,314,320,44.7,28.5
2024-12-07T16:00,312,318,43.2,27.5
2024-12-07T17:00,313,319,42.7,27.1
2024-12-07T18:00,318,323,44.0,28.0
2024-12-07T19:00,327,331,44.9,28.7
2024-12-07T20:00,343,345,51.8,33.7
2024-12-07T21:00,345,348,52.4,33.7
2024-12-07T22:00,347,349,50.5,32.6
2024-12-07T23:00,349,351,49.4,31.6
2024-12-08T00:00,346,349,46.4,29.5
2024-12-08T01:00,340,343,37.9,24.1
2024-12-08T02:00,342,346,33.2,20.2
2024-12-08T03:00,344,349,31.5,19.1
2024-12-08T04:00,343,348,30.9,18.4
2024-12-08T05:00,347,351,35.0,21.4
2024-12-08T06:00,345,348,36.9,23.0
2024-12-08T07:00,339,345,33.0,20.2
2024-12-08T08:00,344,347,39.1,24.7
2024-12-08T09:00,349,352,39.6,25.1
2024-12-08T10:00,355,357,39.5,25.5
2024-12-08T11:00,354,358,38.4,24.6
2024-12-08T12:00,357,360,40.3,26.3
2024-12-08T13:00,353,356,38.4,25.1
2024-12-08T14:00,354,357,39.1,25.5
2024-12-08T15:00,357,1,37.1,23.6
2024-12-08T16:00,8,11,39.2,25.3
2024-12-08T17:00,11,14,41.3,26.8
2024-12-08T18:00,12,14,39.6,25.8
2024-12-08T19:00,16,19,38.9,25.1
2024-12-08T20:00,18,20,36.0,23.2
2024-12-08T21:00,13,15,32.7,21.1
2024-12-08T22:00,14,17,34.6,22.3
2024-12-08T23:00,14,17,36.5,23.8
2024-12-09T00:00,13,16,36.6,23.4
2024-12-09T01:00,12,15,33.4,20.8
2024-12-09T02:00,16,19,32.2,20.0
2024-12-09T03:00,14,18,32.0,19.9
2024-12-09T04:00,16,20,29.3,18.0
2024-12-09T05:00,16,20,28.8,17.6
2024-12-09T06:00,18,23,28.5,17.0
2024-12-09T07:00,7,13,25.0,15.2
2024-12-09T08:00,358,4,23.5,13.9
2024-12-09T09:00,2,8,21.8,13.0
2024-12-09T10:00,3,9,20.4,12.8
2024-12-09T11:00,10,14,18.7,11.7
2024-12-09T12:00,9,13,17.9,11.8
2024-12-09T13:00,8,11,16.3,11.1
2024-12-09T14:00,17,19,15.2,10.1
2024-12-09T15:00,15,21,17.0,10.3
2024-12-09T16:00,13,18,18.4,10.7
2024-12-09T17:00,1,7,19.6,11.3
2024-12-09T18:00,359,7,18.8,11.0
2024-12-09T19:00,8,16,16.6,9.3
2024-12-09T20:00,9,20,15.1,7.7
2024-12-09T21:00,355,15,12.8,6.3
2024-12-09T22:00,332,357,11.7,6.1
2024-12-09T23:00,310,338,10.9,6.1
2024-12-10T00:00,279,317,8.8,5.5
2024-12-10T01:00,277,318,7.0,4.7
2024-12-10T02:00,267,316,5.7,3.8
2024-12-10T03:00,279,316,6.0,3.6
2024-12-10T04:00,293,323,6.6,3.7
2024-12-10T05:00,285,326,5.2,2.8
2024-12-10T06:00,284,309,5.8,3.7
2024-12-10T07:00,268,281,6.4,4.3
2024-12-10T08:00,245,267,3.2,3.0
2024-12-10T09:00,248,282,4.4,3.3
2024-12-10T10:00,253,279,6.9,6.0
2024-12-10T11:00,241,257,6.3,5.2
2024-12-10T12:00,232,229,5.5,4.4
2024-12-10T13:00,257,254,3.2,2.4
2024-12-10T14:00,216,204,3.1,2.4
2024-12-10T15:00,246,223,2.9,1.8
2024-12-10T16:00,246,232,3.2,2.2
2024-12-10T17:00,234,246,3.9,3.1
2024-12-10T18:00,216,228,4.3,4.2
2024-12-10T19:00,229,259,6.6,6.0
2024-12-10T20:00,243,272,10.6,6.7
2024-12-10T21:00,238,272,11.7,7.0
2024-12-10T22:00,232,259,10.3,6.7
2024-12-10T23:00,226,247,8.4,5.7
2024-12-11T00:00,229,241,7.8,6.2
2024-12-11T01:00,252,268,9.9,6.8
2024-12-11T02:00,236,255,8.4,6.7
2024-12-11T03:00,229,238,8.9,7.1
2024-12-11T04:00,232,241,8.2,6.7
2024-12-11T05:00,243,259,7.7,6.4
2024-12-11T06:00,237,253,8.1,6.6
2024-12-11T07:00,235,246,10.2,7.9
2024-12-11T08:00,257,273,10.5,7.0
2024-12-11T09:00,243,263,10.7,7.6
2024-12-11T10:00,240,252,10.8,7.7
2024-12-11T11:00,252,257,10.5,7.2
2024-12-11T12:00,267,266,9.4,6.8
2024-12-11T13:00,258,259,11.4,7.6
2024-12-11T14:00,256,255,11.6,6.7
2024-12-11T15:00,247,249,12.1,7.0
2024-12-11T16:00,239,254,12.2,6.7
2024-12-11T17:00,238,253,11.8,6.8
2024-12-11T18:00,241,260,11.3,6.4
2024-12-11T19:00,236,267,10.8,5.4
2024-12-11T20:00,229,266,9.6,5.2
2024-12-11T21:00,225,256,8.7,5.1
2024-12-11T22:00,223,252,6.8,3.9
2024-12-11T23:00,227,257,5.7,3.4
2024-12-12T00:00,225,238,4.4,3.3
2024-12-12T01:00,242,275,8.8,6.9
2024-12-12T02:00,240,276,8.1,6.1
2024-12-12T03:00,233,269,7.2,5.7
2024-12-12T04:00,236,257,8.7,6.7
2024-12-12T05:00,239,259,9.7,6.9
2024-12-12T06:00,237,251,10.1,7.3
2024-12-12T07:00,237,250,11.5,8.2
2024-12-12T08:00,237,248,14.0,7.5
2024-12-12T09:00,241,247,16.0,8.5
2024-12-12T10:00,242,241,18.1,10.0
2024-12-12T11:00,248,239,16.6,9.7
2024-12-12T12:00,256,242,13.2,8.3
2024-12-12T13:00,254,245,16.0,9.0
2024-12-12T14:00,260,246,13.0,7.3
2024-12-12T15:00,257,244,14.0,7.0
2024-12-12T16:00,240,238,14.2,6.9
2024-12-12T17:00,239,244,14.4,6.9
2024-12-12T18:00,238,251,13.0,6.4
2024-12-12T19:00,241,255,10.8,5.2
2024-12-12T20:00,251,261,9.5,4.4
2024-12-12T21:00,227,255,7.1,2.9
2024-12-12T22:00,209,230,4.5,2.3
2024-12-12T23:00,203,184,2.3,1.4
2024-12-13T00:00,220,180,1.3,1.4
2024-12-13T01:00,221,242,4.7,3.8
2024-12-13T02:00,225,247,5.9,4.1
2024-12-13T03:00,215,236,5.2,3.7
2024-12-13T04:00,216,237,3.6,3.1
2024-12-13T05:00,211,225,3.3,3.1
2024-12-13T06:00,202,217,3.9,3.9
2024-12-13T07:00,193,201,4.6,4.8
2024-12-13T08:00,198,207,6.7,6.3
2024-12-13T09:00,207,217,7.8,6.4
2024-12-13T10:00,223,226,9.5,6.6
2024-12-13T11:00,232,231,12.8,7.3
2024-12-13T12:00,243,237,16.7,9.1
2024-12-13T13:00,238,246,20.1,11.2
2024-12-13T14:00,232,241,20.4,11.7
2024-12-13T15:00,224,236,21.6,12.0
2024-12-13T16:00,228,235,23.8,12.9
2024-12-13T17:00,234,240,26.2,14.9
2024-12-13T18:00,238,245,29.5,15.8
2024-12-13T19:00,241,246,31.8,18.4
2024-12-13T20:00,248,251,33.2,19.5
2024-12-13T21:00,243,247,33.2,19.2
2024-12-13T22:00,247,252,32.6,18.3
2024-12-13T23:00,258,265,32.2,18.0
2024-12-14T00:00,261,269,32.0,17.9
2024-12-14T01:00,264,271,32.9,18.4
2024-12-14T02:00,258,268,30.8,16.9
2024-12-14T03:00,254,264,31.0,16.7
2024-12-14T04:00,254,265,30.7,16.6
2024-12-14T05:00,248,260,31.4,16.9
2024-12-14T06:00,249,260,33.1,17.7
2024-12-14T07:00,249,259,33.0,17.8
2024-12-14T08:00,253,262,33.6,18.3
2024-12-14T09:00,252,263,33.2,18.2
2024-12-14T10:00,248,258,31.5,17.8
2024-12-14T11:00,248,258,29.6,17.0
2024-12-14T12:00,254,262,27.6,17.2
2024-12-14T13:00,258,264,29.3,18.0
2024-12-14T14:00,256,261,30.8,18.8
2024-12-14T15:00,257,262,32.2,19.4
2024-12-14T16:00,254,258,32.6,19.7
2024-12-14T17:00,246,251,33.2,19.5
2024-12-14T18:00,240,245,35.4,20.8
2024-12-14T19:00,236,240,37.7,22.7
2024-12-14T20:00,225,230,39.9,24.1
2024-12-14T21:00,237,242,41.6,25.4
2024-12-14T22:00,247,252,40.1,24.5
2024-12-14T23:00,248,256,37.4,22.5
2024-12-15T00:00,255,260,42.6,26.3
2024-12-15T01:00,252,256,47.2,29.5
2024-12-15T02:00,250,253,49.4,30.7
2024-12-15T03:00,252,254,49.7,30.9
2024-12-15T04:00,249,252,48.4,29.9
2024-12-15T05:00,252,256,50.6,32.0
2024-12-15T06:00,252,255,49.7,31.6
2024-12-15T07:00,255,258,47.3,29.9
2024-12-15T08:00,247,250,44.0,27.8
2024-12-15T09:00,245,248,45.7,29.0
2024-12-15T10:00,241,244,45.6,29.0
2024-12-15T11:00,239,241,46.9,30.0
2024-12-15T12:00,238,240,49.7,31.9
2024-12-15T13:00,240,242,52.8,34.1
2024-12-15T14:00,239,241,55.0,35.9
2024-12-15T15:00,240,243,50.9,33.1
2024-12-15T16:00,240,242,47.0,31.0
2024-12-15T17:00,243,245,50.8,33.9
2024-12-15T18:00,245,247,53.4,35.7
2024-12-15T19:00,247,249,57.5,38.2
2024-12-15T20:00,246,247,53.4,35.8
2024-12-15T21:00,248,249,54.9,37.1
2024-12-15T22:00,249,251,60.5,40.4
2024-12-15T23:00,248,250,56.1,35.7
2024-12-16T00:00,245,247,54.9,35.7
2024-12-16T01:00,244,247,55.1,36.1
2024-12-16T02:00,245,247,53.3,35.4
2024-12-16T03:00,243,245,51.0,33.3
2024-12-16T04:00,242,244,50.1,33.0
2024-12-16T05:00,241,243,52.4,34.5
2024-12-16T06:00,242,244,49.3,32.9
2024-12-16T07:00,240,243,52.2,33.9
2024-12-16T08:00,242,245,50.8,32.9
2024-12-16T09:00,241,244,52.9,34.6
2024-12-16T10:00,241,243,48.4,32.6
2024-12-16T11:00,241,242,48.6,31.8
2024-12-16T12:00,240,242,48.3,31.3
2024-12-16T13:00,245,247,54.0,34.1
2024-12-16T14:00,247,249,51.1,32.6
2024-12-16T15:00,244,246,42.4,27.0
2024-12-16T16:00,244,247,46.3,30.6
2024-12-16T17:00,244,246,48.3,31.3
2024-12-16T18:00,245,247,45.3,27.8
2024-12-16T19:00,244,247,43.9,26.7
2024-12-16T20:00,243,245,45.3,28.1
2024-12-16T21:00,241,244,44.1,27.1
2024-12-16T22:00,240,243,41.3,26.1
2024-12-16T23:00,236,240,40.3,25.3
2024-12-17T00:00,234,237,38.9,24.4
2024-12-17T01:00,238,240,39.1,24.5
2024-12-17T02:00,236,238,38.7,24.4
2024-12-17T03:00,231,234,37.0,23.2
2024-12-17T04:00,231,233,34.3,21.4
2024-12-17T05:00,229,231,32.4,19.7
2024-12-17T06:00,221,224,29.5,17.9
2024-12-17T07:00,215,217,29.8,17.8
2024-12-17T08:00,209,211,30.7,18.1
2024-12-17T09:00,208,209,30.4,18.3
2024-12-17T10:00,193,197,24.7,13.9
2024-12-17T11:00,173,178,25.6,14.5
2024-12-17T12:00,181,187,33.0,19.6
2024-12-17T13:00,190,192,36.1,22.3
2024-12-17T14:00,192,194,40.7,25.2
2024-12-17T15:00,196,197,43.0,26.6
2024-12-17T16:00,193,195,41.4,25.0
2024-12-17T17:00,193,194,46.5,28.0
2024-12-17T18:00,193,194,50.6,30.8
2024-12-17T19:00,186,187,58.4,36.6
2024-12-17T20:00,184,187,49.3,30.1
2024-12-17T21:00,185,187,54.3,34.0
2024-12-17T22:00,185,187,56.5,35.4
2024-12-17T23:00,196,197,65.0,40.9
2024-12-18T00:00,210,211,60.3,38.1
2024-12-18T01:00,211,212,63.3,40.3
2024-12-18T02:00,214,215,65.5,42.0
2024-12-18T03:00,212,213,68.9,44.5
2024-12-18T04:00,212,212,64.2,41.6
2024-12-18T05:00,212,212,69.7,44.6
2024-12-18T06:00,215,216,65.0,41.7
2024-12-18T07:00,216,217,58.1,37.4
2024-12-18T08:00,245,249,60.9,39.4
2024-12-18T09:00,256,258,62.2,40.3
2024-12-18T10:00,259,261,58.7,38.0
2024-12-18T11:00,259,262,56.9,37.0
2024-12-18T12:00,256,258,52.0,34.1
2024-12-18T13:00,249,250,54.3,35.6
2024-12-18T14:00,251,253,49.2,31.5
2024-12-18T15:00,252,253,42.4,27.1
2024-12-18T16:00,251,253,40.2,25.1
2024-12-18T17:00,248,250,38.8,24.2
2024-12-18T18:00,259,260,35.8,22.7
2024-12-18T19:00,261,265,32.5,19.3
2024-12-18T20:00,255,260,28.9,17.1
2024-12-18T21:00,259,264,27.4,16.3
2024-12-18T22:00,268,271,28.4,17.1
2024-12-18T23:00,260,266,27.4,16.2
2024-12-19T00:00,263,270,27.7,16.7
2024-12-19T01:00,269,274,29.8,17.8
2024-12-19T02:00,269,274,31.6,18.7
2024-12-19T03:00,263,269,34.2,20.5
2024-12-19T04:00,264,268,34.2,20.3
2024-12-19T05:00,263,269,34.8,20.7
2024-12-19T06:00,265,269,36.2,21.7
2024-12-19T07:00,262,267,37.0,22.4
2024-12-19T08:00,260,265,37.9,23.0
2024-12-19T09:00,268,273,35.7,21.4
2024-12-19T10:00,260,267,34.4,21.4
2024-12-19T11:00,261,268,34.4,21.1
2024-12-19T12:00,268,273,34.8,22.2
2024-12-19T13:00,276,280,31.6,20.3
2024-12-19T14:00,267,273,32.4,20.5
2024-12-19T15:00,278,281,34.5,22.0
2024-12-19T16:00,277,283,35.7,21.2
2024-12-19T17:00,276,282,36.8,21.7
2024-12-19T18:00,270,277,35.6,20.5
2024-12-19T19:00,268,276,35.5,20.5
2024-12-19T20:00,267,274,33.8,18.9
2024-12-19T21:00,263,271,32.6,18.1
2024-12-19T22:00,255,264,32.1,17.7
2024-12-19T23:00,247,255,31.6,17.3
2024-12-20T00:00,237,246,30.5,16.7
2024-12-20T01:00,232,238,32.0,18.1
2024-12-20T02:00,228,233,30.1,17.1
2024-12-20T03:00,230,234,33.0,19.8
2024-12-20T04:00,230,232,37.7,23.0
2024-12-20T05:00,228,230,43.5,27.5
2024-12-20T06:00,224,226,45.3,28.6
2024-12-20T07:00,222,223,47.6,29.8
2024-12-20T08:00,216,218,46.7,29.1
2024-12-20T09:00,213,216,46.7,29.4
2024-12-20T10:00,220,222,45.5,28.4
2024-12-20T11:00,227,228,51.6,32.7
2024-12-20T12:00,229,229,54.1,34.3
2024-12-20T13:00,237,240,48.0,30.8
2024-12-20T14:00,255,259,39.3,24.8
2024-12-20T15:00,260,264,38.3,23.9
2024-12-20T16:00,258,262,36.9,22.5
2024-12-20T17:00,254,260,36.2,21.7
